timestamp,open,high,low,close,volume
1700179200,1961.77,1991.5,1904.0,1960.82,401100.5069
1700265600,1960.82,1971.22,1916.0,1962.6,279368.2208
1700352000,1962.59,2015.75,1942.89,2011.47,251132.6192
1700438400,2011.47,2066.4,1990.0,2021.4,421717.679
1700524800,2021.41,2034.6,1931.43,1933.01,490163.9863
1700611200,1933.01,2092.46,1928.41,2063.21,466120.5109
1700697600,2063.22,2088.94,2040.35,2062.2,250960.6958
1700784000,2062.21,2133.02,2059.37,2080.84,426932.5402
1700870400,2080.84,2090.54,2065.3,2083.09,138847.393
1700956800,2083.1,2094.99,2036.42,2062.33,241262.9136
1701043200,2062.34,2071.24,1985.78,2027.5,326073.2298
1701129600,2027.5,2075.0,1995.15,2048.14,283775.9279
1701216000,2048.14,2075.7,2019.31,2028.81,254843.7319
1701302400,2028.8,2054.75,2020.85,2051.96,243680.0921
1701388800,2051.95,2110.87,2045.04,2087.24,372645.586
1701475200,2087.24,2186.6,2086.25,2164.74,320979.9768
1701561600,2164.75,2217.27,2149.0,2192.95,257879.1136
1701648000,2192.96,2274.28,2191.0,2243.37,565307.7134
1701734400,2243.36,2309.72,2188.33,2293.33,529829.7214
1701820800,2293.33,2312.23,2220.0,2232.7,408338.9056
1701907200,2232.7,2382.8,2222.0,2355.73,485190.0609
1701993600,2355.74,2392.0,2336.34,2358.72,378569.8126
1702080000,2358.71,2403.0,2328.01,2340.49,287771.0664
1702166400,2340.48,2377.47,2320.0,2352.39,200037.2102
1702252800,2352.39,2355.0,2156.62,2225.12,640414.9166
1702339200,2225.11,2244.12,2166.0,2203.46,361588.9087
1702425600,2203.47,2284.02,2144.32,2260.16,418916.6154
1702512000,2260.16,2332.11,2228.2,2315.32,409508.0931
1702598400,2315.32,2317.81,2200.0,2220.5,333552.6328
1702684800,2220.51,2263.4,2210.0,2228.96,199285.923
1702771200,2228.96,2248.68,2191.5,2196.52,225925.7675
1702857600,2196.53,2224.0,2116.6,2219.43,364103.1181
1702944000,2219.44,2255.0,2135.55,2177.91,383551.4049
1703030400,2177.9,2266.0,2156.0,2202.17,416841.6272
1703116800,2202.17,2279.31,2182.98,2239.61,453069.7252
1703203200,2239.6,2343.15,2230.59,2324.54,591357.488
1703289600,2324.54,2330.65,2265.0,2308.2,255626.9352
1703376000,2308.2,2326.19,2245.0,2264.05,307951.076
1703462400,2264.04,2304.8,2253.1,2271.35,286277.1616
1703548800,2271.36,2274.99,2178.45,2230.88,410413.1591
1703635200,2230.88,2392.44,2211.88,2378.35,541537.3574
1703721600,2378.35,2445.8,2335.0,2344.15,580459.982
1703808000,2344.15,2385.41,2255.34,2299.2,450201.2069
1703894400,2299.2,2322.84,2268.0,2291.68,210539.1327
1703980800,2291.68,2321.34,2258.88,2281.87,222175.8779
1704067200,2281.87,2352.37,2265.24,2352.04,216702.6914
1704153600,2352.05,2431.3,2341.0,2355.34,458041.6642
1704240000,2355.35,2385.45,2100.0,2209.72,798729.4869
1704326400,2209.72,2294.69,2201.91,2267.11,448844.055
1704412800,2267.11,2277.21,2206.17,2268.78,405568.0006
1704499200,2268.78,2270.0,2216.4,2240.78,194067.8656
1704585600,2240.77,2258.01,2203.46,2221.42,207138.6927
1704672000,2221.42,2358.2,2166.38,2330.44,539407.5547
1704758400,2330.43,2371.72,2226.78,2344.29,551454.9931
1704844800,2344.3,2643.1,2339.59,2584.38,1038388.666
1704931200,2584.37,2689.39,2566.01,2618.01,838712.2577
1705017600,2618.01,2717.32,2458.0,2522.54,887457.7627
1705104000,2522.55,2590.0,2497.5,2578.19,422061.232
1705190400,2578.18,2578.69,2470.0,2472.87,306207.7463
1705276800,2472.87,2553.82,2470.92,2511.78,315247.8819
1705363200,2511.79,2614.43,2500.05,2587.4,381077.6247
1705449600,2587.41,2592.97,2506.75,2530.19,366281.3477
1705536000,2530.2,2550.0,2428.56,2470.81,452090.1074
1705622400,2470.81,2504.2,2415.2,2492.0,424209.0029
1705708800,2491.99,2492.0,2454.2,2472.01,136620.9577
1705795200,2472.02,2482.18,2452.13,2457.05,122572.1687
1705881600,2457.06,2466.1,2303.59,2314.2,526337.6492
1705968000,2314.19,2352.23,2168.07,2242.6,700105.3314
1706054400,2242.6,2264.6,2196.12,2235.02,359851.1496
1706140800,2235.02,2242.89,2171.3,2218.64,330426.6061
1706227200,2218.64,2282.36,2195.84,2267.68,363566.4255
1706313600,2267.67,2282.94,2251.4,2267.94,145109.3836
1706400000,2267.94,2308.24,2239.89,2256.9,209326.9087
1706486400,2256.9,2322.34,2233.8,2317.6,305528.0776
1706572800,2317.61,2391.98,2297.0,2343.01,372879.5791
1706659200,2343.0,2351.6,2263.57,2283.14,397116.1859
1706745600,2283.15,2311.72,2240.0,2304.28,310997.4538
1706832000,2304.28,2324.74,2281.94,2309.06,238230.511
1706918400,2309.07,2329.98,2292.75,2296.49,133232.845
1707004800,2296.5,2311.0,2266.0,2289.79,171232.0444
1707091200,2289.79,2338.41,2269.11,2301.83,236610.412
1707177600,2301.84,2392.4,2299.0,2372.64,368942.7498
1707264000,2372.63,2444.44,2354.0,2425.1,342791.7013
1707350400,2425.09,2463.15,2411.01,2419.55,338040.0539
1707436800,2419.56,2525.0,2419.16,2486.56,492384.385
1707523200,2486.56,2516.45,2471.57,2500.24,185099.59
1707609600,2500.24,2539.63,2493.45,2507.21,219975.1471
1707696000,2507.22,2665.58,2472.0,2659.99,449501.776
1707782400,2659.99,2686.12,2590.0,2639.99,502447.745
1707868800,2639.99,2786.0,2618.4,2774.81,461670.6944
1707955200,2774.8,2867.65,2759.25,2822.59,481689.1874
1708041600,2822.58,2857.4,2740.0,2801.8,378070.8037
1708128000,2801.81,2804.21,2719.01,2785.93,243302.8759
1708214400,2785.92,2895.0,2764.25,2881.2,367987.8833
1708300800,2881.2,2984.52,2856.93,2944.8,446451.0401
1708387200,2944.8,3033.09,2874.56,3014.81,634681.7471
1708473600,3014.81,3017.15,2868.0,2967.9,595955.0033
1708560000,2967.91,3036.02,2906.51,2971.4,563525.9936
1708646400,2971.4,2993.8,2906.05,2922.24,428826.5787
1708732800,2922.25,3007.48,2906.4,2992.62,243854.0783
1708819200,2992.62,3122.0,2983.61,3112.59,412306.2237
1708905600,3112.6,3196.0,3036.59,3175.94,546722.7747
1708992000,3175.95,3288.14,3160.02,3242.36,625939.1221
1709078400,3242.35,3488.0,3176.16,3383.1,947538.766
1709164800,3383.11,3522.81,3300.0,3340.09,759698.1123
1709251200,3340.1,3450.0,3338.54,3433.43,412788.5773
1709337600,3433.42,3460.04,3390.01,3421.4,283984.9448
1709424000,3421.39,3491.8,3360.0,3487.81,341631.531
1709510400,3487.8,3640.94,3423.78,3627.76,715360.6361
1709596800,3627.75,3822.04,3200.0,3553.65,1392904.864
1709683200,3553.66,3900.0,3499.4,3818.59,969494.71
1709769600,3818.58,3933.81,3735.0,3868.76,540780.675
1709856000,3868.76,3993.75,3820.0,3883.36,646399.2589
1709942400,3883.37,3942.0,3870.01,3905.21,254839.1386
1710028800,3905.2,3964.67,3791.26,3878.47,356664.68
1710115200,3878.47,4086.23,3722.95,4064.8,721554.5139
1710201600,4064.8,4093.92,3828.98,3979.96,632787.3941
1710288000,3979.97,4083.0,3932.23,4004.79,482305.7766
1710374400,4004.79,4010.98,3723.0,3881.7,648237.5245
1710460800,3881.69,3934.02,3570.0,3742.19,947537.4071
1710547200,3742.19,3781.12,3468.8,3523.09,548288.1569
1710633600,3523.09,3678.68,3412.0,3644.71,517790.9936
1710720000,3644.7,3645.02,3454.09,3520.46,570901.2851
1710806400,3520.47,3548.09,3150.88,3158.64,1049629.6936
1710892800,3158.65,3535.24,3056.56,3516.53,1207322.8201
1710979200,3516.53,3587.32,3412.0,3492.85,602755.2072
1711065600,3492.84,3542.52,3250.0,3336.35,558848.888
1711152000,3336.35,3435.48,3270.08,3329.53,323675.9448
1711238400,3329.53,3471.22,3298.76,3454.98,260824.1408
1711324800,3454.99,3666.0,3420.12,3590.42,548577.6942
1711411200,3590.43,3678.86,3542.62,3587.33,499013.8384
1711497600,3587.32,3665.84,3460.02,3501.19,443195.3297
1711584000,3501.2,3611.78,3465.0,3560.49,404654.0311
1711670400,3560.49,3584.37,3445.91,3509.74,323086.179
1711756800,3509.74,3565.81,3485.0,3505.64,216025.2634
1711843200,3505.65,3655.32,3505.09,3645.29,243464.9877
